"Timestamp","Invn.Supplies","Invn.MedSupplies","Invn.Medications","Invn.Urgent"
2014-01-06 10:42:00,NA,"None","Metronidazole liquid, Rabies Vaccine",NA
2014-01-06 21:22:00,NA,"Vet wrap","None",NA
2014-01-07 10:36:00,NA,"None","none",NA
2014-01-07 20:45:00,NA,"None","Anzemet, Batyrl Chewable 136mg",NA
2014-01-08 09:18:00,NA,"None","none",NA
2014-01-08 20:54:00,NA,"3cc Syringes","none",NA
2014-01-09 10:55:00,NA,"Human Water Bottles","none",NA
2014-01-09 20:23:00,NA,"none","none",NA
2014-01-10 12:46:00,NA,"3cc Syringes","None",NA
2014-01-10 20:54:00,NA,"3cc Syringes, it looks like we have one box of 3cc plus what's in drawer thingy","we never use it really but we only have 3/4 prilosec.",NA
2014-01-11 09:45:00,NA,"3cc Syringes, Human Water Bottles","none",NA
2014-01-11 20:57:00,NA,"Baby Food, Paper Towels","Reglan",NA
2014-01-12 10:21:00,NA,"Paper Towels, 3cc Syringes, 9 volt battery for scale","Baytril, Hetastarch, Anzemet, Metronidazole tabs",NA
2014-01-12 20:02:00,NA,"3cc Syringes","Baytril, Hetastarch, Ondansetron, Anzemet",NA
2014-01-13 11:25:00,NA,"Baby Food, Paper Towels, Toilet Paper, Laundry Detergent","Baytril, Hetastarch, Ondansetron, Metronidazole tabs",NA
2014-01-13 20:04:00,NA,"Baby Food, 3cc Syringes","Baytril, Famotidine",NA
2014-01-14 09:47:00,NA,"None","Baytril",NA
2014-01-14 19:41:00,NA,"Paper Towels, Toilet Paper","Ondansetron, Anzemet",NA
2014-01-15 10:47:00,NA,"Dry I/D or E/N, Paper Towels, Toilet Paper","Baytril, Ondansetron, Metronidazole tabs",NA
2014-01-15 20:13:00,NA,"Dry I/D or E/N, Baby Food, Critical care or Recovery food, Toilet Paper","Ondansetron, Anzemet",NA
2014-01-16 10:05:00,NA,"None","none",NA
2014-01-16 20:58:00,NA,"Baby Food","none",NA
2014-01-17 08:42:00,NA,"Dry I/D or E/N, Baby Food, Toilet Paper","none",NA
2014-01-17 20:10:00,NA,"None","None",NA
2014-01-18 10:03:00,NA,"Baby Food","None",NA
2014-01-18 20:50:00,NA,"Baby Food, 3cc Syringes","none",NA
2014-01-19 10:55:00,NA,"Baby Food, 3cc Syringes, Dry Dog F","none",NA
2014-01-19 20:27:00,NA,"Dry I/D or E/N, 3cc Syringes","Metronidazole liquid",NA
2014-01-20 12:44:00,NA,"Laundry Detergent, Vet wrap, Parvo tests","Anzemet",NA
2014-01-20 20:20:00,NA,"None","none",NA
2014-01-21 10:03:00,NA,"Dry I/D or E/N, Laundry Detergent","Ondansetron, Anzemet, Doxycycline tabs",NA
2014-01-21 19:35:00,NA,"None","None",NA
2014-01-22 11:50:00,NA,"Dry Puppy Food","Famotidine",NA
2014-01-22 19:32:00,NA,"Dry Puppy Food, Toilet Paper","None",NA
2014-01-23 09:42:00,NA,"Dry Puppy Food","Tape Worm dewormer (Virbantel, Drontal, etc), None",NA
2014-01-23 19:25:00,NA,"Dry Puppy Food, Paper Towels, Laundry Detergent","none",NA
2014-01-24 12:28:00,NA,"None","none",NA
2014-01-24 19:33:00,NA,"None","none",NA
2014-01-25 09:13:00,NA,"Laundry Detergent","none",NA
2014-01-25 19:36:00,NA,"None","none",NA
2014-01-26 08:50:00,NA,"Laundry Detergent",".",NA
2014-01-26 19:43:00,NA,"None","none",NA
2014-01-27 09:42:00,NA,"Dry Puppy Food","none",NA
2014-01-27 20:40:00,NA,"None","None",NA
2014-01-28 10:24:00,NA,"Dry Puppy Food","none",NA
2014-01-28 20:17:00,NA,"Baby Food","Reglan",NA
2014-01-29 10:10:00,NA,"Laundry Detergent, Sponges","None",NA
2014-01-29 20:08:00,NA,"Baby Food, Critical care or Recovery food, Gloves - medium","IV Lines (with port + screw), Doxycycline tabs, Metronidazole liquid",NA
2014-01-30 09:15:00,NA,"Baby Food, Laundry Detergent","none",NA
2014-01-30 20:18:00,NA,"None","Famotidine",NA
2014-01-31 09:31:00,NA,"Canned food","Famotidine, Anzemet",NA
2014-01-31 20:48:00,NA,"Gloves - small","IV Lines (with port + screw), Famotidine, Anzemet, Doxycycline tabs",NA
2014-02-01 11:20:00,NA,"None","Famotidine",NA
2014-02-01 20:49:00,NA,"Toilet Paper","IV Lines (with port + screw)",NA
2014-02-02 10:09:00,NA,"None","famotidine for Kevin",NA
2014-02-02 20:06:00,NA,"Toilet Paper, Gloves - small, Gloves - medium, Laundry Detergent","IV Lines (with port + screw), Anzemet",NA
2014-02-03 21:49:00,NA,"None","None",NA
2014-02-04 12:29:00,NA,"Laundry Detergent","none",NA
2014-02-04 21:21:00,NA,"Toilet Paper","Anzemet",NA
2014-02-05 11:46:00,NA,"Toilet Paper, Laundry Detergent","NOne",NA
2014-02-05 21:45:00,NA,"None","none",NA
2014-02-06 10:45:00,NA,"Baby Food, Paper Towels, Toilet Paper, Laundry Detergent, Catheter tape","none!",NA
2014-02-06 20:27:00,NA,"Paper Towels, Toilet Paper","None",NA
2014-02-07 13:29:00,NA,"Canned food, Paper Towels, Toilet Paper, Bleach","z-pack if kevin is going to continue to be on it, he has 1/2 pill left for tonight",NA
2014-02-07 21:51:00,NA,"Canned food, Toilet Paper, ID or EN wet","none",NA
2014-02-08 10:52:00,NA,"Turkey, Canned food, Toilet Paper","IV Lines (with port + screw)",NA
2014-02-08 19:47:00,NA,"Toilet Paper","none",NA
2014-02-09 09:30:00,NA,"E/N or I/D wet food","None",NA
2014-02-09 21:07:00,NA,"None","baytril 136mg",NA
2014-02-10 09:59:00,NA,"Vet wrap","Cefazolin/Ampicillin",NA
2014-02-10 19:50:00,NA,"Bleach","None",NA
2014-02-11 10:46:00,NA,"None","none",NA
2014-02-11 20:18:00,NA,"None","None",NA
2014-02-12 10:09:00,NA,"None","none",NA
2014-02-12 19:58:00,NA,"None","none",NA
2014-02-13 14:31:00,NA,"Bleach, Iodine","Dextrose, Anzemet",NA
2014-02-13 20:07:00,NA,"Bleach, Parvo Tests","Cefazolin/Ampicillin, Dextrose",NA
2014-02-14 09:27:00,NA,"Bleach, Parvo Tests","Cefazolin/Ampicillin, Dextrose, None",NA
2014-02-14 20:46:00,NA,"None","None",NA
2014-02-15 10:19:00,NA,"Bleach, Vet wrap, Parvo Tests","Cefazolin/Ampicillin, Anzemet",NA
2014-02-15 19:37:00,NA,"Vet wrap","Cefazolin/Ampicillin, Anzemet",NA
2014-02-16 12:25:00,NA,"Bleach, Vet wrap, Human Water Bottles, Parvo Tests, Toothbrush for discharging","Cefazolin/Ampicillin",NA
2014-02-16 19:58:00,NA,"Chicken Sticks","None",NA
2014-02-17 09:00:00,NA,"Laundry Detergent, Bleach","None",NA
2014-02-17 19:57:00,NA,"Bleach, Human Water Bottles, Chicken Sticks","Cefazolin/Ampicillin",NA
2014-02-18 11:11:00,NA,"Bleach, Catheter tape","None",NA
2014-02-18 19:57:00,NA,"None","None",NA
2014-02-19 12:19:00,NA,"Human Water Bottles, None","Cefazolin/Ampicillin",NA
2014-02-19 20:23:00,NA,"Bleach, Catheter tape, Vet wrap, Catheter caps","None",NA
2014-02-20 08:36:00,NA,"same as last night","None",NA
2014-02-20 19:55:00,NA,"Vet wrap, None","None",NA
2014-02-21 08:51:00,NA,"Bleach, None","None",NA
2014-02-21 20:01:00,NA,"None","None",NA
2014-02-22 10:46:00,NA,"None","None",NA
2014-02-22 20:12:00,NA,"None","None",NA
2014-02-23 08:50:00,NA,"None","None",NA
2014-02-23 20:02:00,NA,"None","None",NA
2014-02-24 12:51:00,NA,"human snacks big time!","None",NA
2014-02-24 20:09:00,NA,"Human Water Bottles, Chicken Sticks","None",NA
2014-02-25 19:54:00,NA,"Turkey","None",NA
2014-02-26 10:56:00,NA,"Human Water Bottles, None","None",NA
2014-02-26 20:19:00,NA,"Human Water Bottles","None",NA
2014-02-27 12:05:00,NA,"None","None",NA
2014-02-27 20:33:00,NA,"None","None",NA
2014-02-28 10:32:00,NA,"Gloves - small, Gloves - medium","None",NA
2014-02-28 20:44:00,NA,"Gloves - small","None",NA
2014-03-01 09:50:00,NA,"Gloves - small","None",NA
2014-03-01 19:26:00,NA,"Chicken Sticks","None",NA
2014-03-02 08:54:00,NA,"Chicken Sticks","None",NA
2014-03-02 19:53:00,NA,"60cc syringes","None",NA
2014-03-03 09:16:00,NA,"None","None",NA
2014-03-03 20:17:00,NA,"None","None",NA
2014-03-04 10:09:00,NA,"None","Neb solution is low",NA
2014-03-04 20:11:00,NA,"None","DAPP Vaccines",NA
2014-03-05 09:44:00,NA,"Turkey","None",NA
2014-03-05 19:43:00,NA,"None","None",NA
2014-03-06 09:40:00,NA,"None","None",NA
2014-03-06 20:55:00,NA,"None","None",NA
2014-03-07 13:31:00,NA,"Canned food, 22G catheters, Vet wrap, Human Treats","DAPP Vaccines",NA
2014-03-07 20:37:00,NA,"None","None",NA
2014-03-08 09:50:00,NA,"None","None",NA
2014-03-08 19:53:00,NA,"Turkey, 10cc Syringes","None",NA
2014-03-09 09:43:00,NA,"Canned food, 22G catheters, Garbage Bags, Human Treats","DAPP Vaccines",NA
2014-03-09 19:09:00,NA,"None","DAPP Vaccines",NA
2014-03-10 09:02:00,NA,"None","None",NA
2014-03-10 18:49:00,NA,"None","None",NA
2014-03-11 08:25:00,NA,"None","None",NA
2014-03-11 19:36:00,NA,"None","None",NA
2014-03-12 19:29:00,NA,"None","None",NA
2014-03-13 09:25:00,NA,"None","None",NA
2014-03-13 19:11:00,NA,"Sharps container","None",NA
2014-03-14 10:38:00,NA,"None","None",NA
2014-03-14 19:54:00,NA,"Chicken Sticks","None",NA
2014-03-15 19:07:00,NA,"60cc syringes","None",NA
2014-03-16 08:30:00,NA,"1cc Syringes, Chicken Sticks","None",NA
2014-03-16 19:03:00,NA,"None","None",NA
2014-03-17 12:18:00,NA,"Canned food, 1cc Syringes, 3cc Syringes, Parvo Tests","LRS",NA
2014-03-17 18:52:00,NA,"None","None",NA
2014-03-18 08:56:00,NA,"Paper Towels, Laundry Detergent, Bleach, 1cc Syringes, 10cc Syringes, Parvo Tests, Chicken Sticks, needle waste box","LRS",NA
2014-03-18 19:16:00,NA,"Canned food, Laundry Detergent, Bleach, Chicken Sticks, People Snacks, Sharps Container","None",NA
2014-03-19 10:07:00,NA,"Turkey, Laundry Detergent, Bleach, Chicken Sticks, People Snacks","None",NA
2014-03-19 19:38:00,NA,"Laundry Detergent, Garbage Bags","None",NA
2014-03-20 10:37:00,NA,"Canned food, Vet wrap","None",NA
2014-03-20 18:42:00,NA,"detergent ","cerenia 40mg/ml",NA
2014-03-21 11:02:00,NA,"Canned food","None",NA
2014-03-21 19:07:00,NA,"None","Doxycycline tabs",NA
2014-03-22 08:58:00,NA,"Paper Towels, None","None",NA
2014-03-22 19:15:00,NA,"Turkey, Canned food","None",NA
2014-03-23 08:07:00,NA,"10cc Syringes, None","None",NA
2014-03-23 18:28:00,NA,"Turkey, Canned food, 60cc syringes","Doxycycline tabs",NA
2014-03-24 09:20:00,NA,"Paper Towels","None",NA
2014-03-24 19:14:00,NA,"None","None",NA
2014-03-25 07:54:00,NA,"Paper Towels","None",NA
2014-03-25 18:38:00,NA,"None","None",NA
2014-03-26 11:12:00,NA,"Canned food","None",NA
2014-03-26 18:33:00,NA,"Canned food, Paper Towels","None",NA
2014-03-27 09:06:00,NA,"Paper Towels","Baytril",NA
2014-03-27 19:50:00,NA,"Cotton Balls","cerenia 40mg/ml/ cerenia inj",NA
2014-03-28 13:08:00,NA,"Garbage Bags","Cefazolin/Ampicillin, Anzemet, Bordatella Vaccines",NA
2014-03-28 22:41:00,NA,"None","None",NA
2014-03-29 09:28:00,NA,"None","None",NA
2014-03-29 19:26:00,NA,"Laundry Detergent, Human Water Bottles","Anzemet",NA
2014-03-30 09:02:00,NA,"Paper Towels","hydrogen peroxide",NA
2014-03-30 20:04:00,NA,"Paper Towels","Buprenex",NA
2014-03-31 10:02:00,NA,"Gloves - medium, Laundry Detergent, Bleach, Cotton Balls","Baytril, Reglan, IV Lines (with port + screw), Buprenex",NA
2014-03-31 20:39:00,NA,"Paper Towels, Laundry Detergent, 18 G Needles, Cotton Balls","IV Lines (with port + screw), Famotidine, Azithromycin (liquid oral)",NA
2014-04-01 09:37:00,NA,"Vet wrap","Famotidine",NA
2014-04-01 20:32:00,NA,"None","None",NA
2014-04-02 10:27:00,NA,"None","Cerenia",NA
2014-04-02 19:47:00,NA,"honey for bandages","None",NA
2014-04-03 11:38:00,NA,"Baby Food, Gloves - medium, Bleach, Vet wrap","None",NA
2014-04-03 20:09:00,NA,"gauze wrap?","None",NA
2014-04-04 10:04:00,NA,"Baby Food, 18 G Needles","Famotidine",NA
2014-04-04 20:45:00,NA,"None","None",NA
2014-04-05 10:10:00,NA,"Turkey, Baby Food, Gauze pads ","None",NA
2014-04-05 19:28:00,NA,"Laundry Detergent, Bleach","None",NA
2014-04-06 10:50:00,NA,"Turkey, Baby Food, Laundry Detergent, Bleach","Cerenia",NA
2014-04-06 20:53:00,NA,"Baby Food, Hand Soap","KCL",NA
2014-04-07 11:24:00,NA,"Turkey, Dry Puppy Food, Baby Food, Laundry Detergent, Bleach","Anzemet, KCL",NA
2014-04-07 20:54:00,NA,"Turkey, Canned food, Baby Food, Chicken Sticks","Doxycycline tabs",NA
2014-04-08 10:52:00,NA,"Laundry Detergent","Doxycycline tabs",NA
2014-04-08 21:23:00,NA,"Canned food","IV Lines (with port + screw), Doxycycline tabs",NA
2014-04-09 14:22:00,NA,"Laundry Detergent, Bleach, 22G catheters, 24G catheters","Buprenex, KCL, We only have 2 bottles of KCL left!!!",NA
2014-04-09 20:54:00,NA,"None","Nebulizing solution",NA
2014-04-10 13:26:00,NA,"None","None",NA
2014-04-10 21:12:00,NA,"None","None",NA
2014-04-11 11:42:00,NA,"None","None",NA
2014-04-11 20:24:00,NA,"Dish soap","None",NA
2014-04-12 10:15:00,NA,"None","None",NA
2014-04-12 20:06:00,NA,"None","None",NA
2014-04-13 10:45:00,NA,"Gloves - medium, Parvo Tests, Nutri-Cal","Doxycycline tabs",NA
2014-04-13 21:12:00,NA,"Nutri-Cal","None",NA
2014-04-14 12:16:00,NA,"Dry Puppy Food","DAPP Vaccines",NA
2014-04-14 21:30:00,NA,"Baby Food, Bleach, 22G Needles, Parvo Tests, Nutri-Cal","Cerenia Suspension",NA
2014-04-15 11:25:00,NA,"Parvo Tests, Nutri-cal","Doxycycline tabs, Pedicare",NA
2014-04-15 21:11:00,NA,"None","None",NA
2014-04-16 13:33:00,NA,"Canned food, Dry Puppy Food, 1cc Syringes","Anzemet",NA
2014-04-16 20:41:00,NA,"Dry Puppy Food, 22G Needles","None",NA
2014-04-17 10:25:00,NA,"1cc Syringes","Anzemet, Carafate/Sucralfate tabs",NA
2014-04-17 20:45:00,NA,"Canned food, Dry Puppy Food","Doxycycline liquid",NA
2014-04-18 11:50:00,NA,"Human Water Bottles, Chicken Sticks","None",NA
2014-04-18 19:44:00,NA,"Turkey, Paper Towels, Human Water Bottles, People Snacks","None",NA
2014-04-19 10:38:00,NA,"None","None",NA
2014-04-19 21:27:00,NA,"None","IV Lines (with port + screw)",NA
2014-04-20 12:27:00,NA,"IV line","None",NA
2014-04-20 20:55:00,NA,"Catheter caps","Bordatella Vaccines",NA
2014-04-21 12:33:00,NA,"Parvo Tests, Chicken Sticks","IV Lines (with port + screw), Bordatella Vaccines",NA
2014-04-21 21:14:00,NA,"Chicken Sticks","None",NA
2014-04-22 09:33:00,NA,"Chicken Sticks","None",NA
2014-04-22 20:08:00,NA,"Canned food","IV Lines (with port + screw), Hetastarch, None",NA
2014-04-23 10:06:00,NA,"None","None",NA
2014-04-23 20:17:00,NA,"People Snacks","Bordatella Vaccines",NA
2014-04-24 11:09:00,NA,"Laundry Detergent","None",NA
2014-04-24 20:20:00,NA,"laundry detergent ","None",NA
2014-04-25 13:06:00,NA,"Thermometers","Metronidazole liquid",NA
2014-04-25 21:43:00,NA,"None","None",NA
2014-04-26 11:16:00,NA,"None","None",NA
2014-04-26 20:50:00,NA,"None","None",NA
2014-04-27 11:05:00,NA,"heparin flush bag (500mL NaCl)","None",NA
2014-04-27 22:02:00,NA,"cleaning solution for mopping","Baytril, Doxycycline liquid",NA
2014-04-28 11:29:00,NA,"Laundry Detergent","None",NA
2014-04-28 21:44:00,NA,"Laundry Detergent, Turkey","Famotidine",NA
2014-04-29 11:20:00,NA,"Laundry Detergent, Hand Soap","Baytril, Famotidine",NA
2014-04-29 21:27:00,NA,"Sharps Container","Baytril, Famotidine, Anzemet",NA
2014-04-30 22:29:00,NA,"Turkey, 18 G Needles, Chicken Sticks, cat/kitten food","Baytril, Famotidine, Desitin, Thermometers",NA
2014-05-01 11:55:00,NA,"None","Baytril",NA
2014-05-01 22:06:00,NA,"None","Baytril",NA
2014-05-02 11:57:00,NA,"Dry Puppy Food","None",NA
2014-05-02 22:47:00,NA,"1cc Syringes, People Snacks","LRS, Sharps container, ours is VERY full",NA
2014-05-03 10:51:00,NA,"Baby Food, Paper Towels, Iodine, Chicken Sticks, People Snacks","Baytril Tabs, one full bottle of baytril is left (don't know if we need more in stock)",NA
2014-05-03 21:22:00,NA,"Turkey, Baby Food, Paper Towels, 1cc Syringes, People Snacks, 60cc syringes","LRS, IV Lines (with port + screw), Anzemet, Baytril Tabs, Sharps container, ours is VERY full",NA
2014-05-04 11:06:00,NA,"Turkey, Baby Food, Paper Towels, 1cc Syringes, Chicken Sticks, People Snacks, 60cc syringes, new sharps container","LRS, IV Lines (with port + screw), Anzemet, Baytril Tabs",NA
2014-05-04 22:57:00,NA,"Turkey, Dry Puppy Food, Baby Food, Paper Towels, 1cc Syringes, 20G catheters, Vet wrap","IV Lines (with port + screw), Hetastarch, Anzemet, KCL",NA
2014-05-05 11:15:00,NA,"Turkey, Dry Puppy Food, Baby Food, Paper Towels, 1cc Syringes, 20G catheters, Chicken Sticks, People Snacks","IV Lines (with port + screw), Cefazolin/Ampicillin, Ondansetron, Anzemet, KCL, Carafate/Sucralfate tabs",NA
2014-05-05 21:53:00,NA,"None","IV Lines (with port + screw), Famotidine, None",NA
2014-05-06 11:09:00,NA,"Turkey, Baby Food, 1cc Syringes, Chicken Sticks","IV Lines (with port + screw), Famotidine, Anzemet, Carafate/Sucralfate tabs",NA
2014-05-06 21:23:00,NA,"None","IV Lines (with port + screw)",NA
2014-05-07 14:12:00,NA,"Turkey, Gloves - small, 1cc Syringes, 20G catheters, Vet wrap","LRS, IV Lines (with port + screw), KCL, Doxycycline tabs, Doxycycline liquid",NA
2014-05-08 12:57:00,NA,"Chicken Sticks, 60cc syringes (0)","Heparin, Carafate/Sucralfate tabs",NA
2014-05-08 22:41:00,NA,"Dry Puppy Food","None",NA
2014-05-09 13:49:00,NA,"Baby Food, Vet wrap, Catheter caps, Garbage Bags, People Snacks, Frozen Chicken Breast","Famotidine",NA
2014-05-09 22:20:00,NA,"Turkey, Baby Food, Chicken Sticks, People Snacks, Human water","None",NA
2014-05-10 11:43:00,NA,"Paper Towels, Gloves - medium, 3cc Syringes, Vet wrap, People Snacks","Baytril",NA
2014-05-10 21:39:00,NA,"Turkey, Dry Puppy Food, Paper Towels, Toilet Paper, Human Water Bottles, Chicken Sticks, People Snacks","LRS",NA
2014-05-11 13:15:00,NA,"Paper Towels, People Snacks, IV lines","Doxycycline tabs",NA
2014-05-11 21:45:00,NA,"Turkey, Canned food, Dry Puppy Food, Baby Food, Paper Towels, Toilet Paper, 3cc Syringes, 10cc Syringes, Vet wrap, Human Water Bottles, People Snacks","LRS, Famotidine, Baytril Tabs",NA
2014-05-12 11:34:00,NA,"Turkey, Canned food, Dry Puppy Food, Baby Food, Paper Towels, Toilet Paper, Human Water Bottles, Chicken Sticks, People Snacks","Reglan, Metronidazole liquid",NA
2014-05-12 21:37:00,NA,"Turkey, Canned food, Dry Puppy Food, Baby Food, Paper Towels, Toilet Paper, 3cc Syringes, 10cc Syringes, Human Water Bottles, Chicken Sticks, People Snacks","Famotidine",NA
2014-05-13 14:26:00,NA,"Paper Towels, Toilet Paper","Baytril, Famotidine, Baytril Tabs",NA
2014-05-13 21:18:00,NA,"None","None",NA
2014-05-14 14:11:00,NA,"Canned food, Paper Towels, chicken breasts","Hetastarch, Famotidine, None",NA
2014-05-14 21:11:00,NA,"Dry Puppy Food","Bordatella Vaccines",NA
2014-05-15 11:35:00,NA,"None","Famotidine, Bordatella Vaccines, Baytril Tabs",NA
2014-05-15 21:11:00,NA,"None","Baytril, Doxycycline tabs, DAPP vaccines",NA
2014-05-16 14:04:00,NA,"Canned food, Baby Food, 1cc Syringes, Chicken Sticks","Baytril, Polyflex, Reglan",NA
2014-05-17 11:09:00,NA,"None","None",NA
2014-05-17 21:46:00,NA,"Turkey, Paper Towels","DAPP Vaccines",NA
2014-05-18 11:32:00,NA,"Canned food, 60cc syringes","Baytril, LRS",NA
2014-05-18 22:20:00,NA,"Canned food, Paper Towels, Bleach, 1cc Syringes, People Snacks","LRS, injectable benadryl",NA
2014-05-19 13:13:00,NA,"Parvo Tests, People Snacks","Baytril, Reglan, LRS, Dextrose",NA
2014-05-19 21:03:00,NA,"Canned food, 1cc Syringes, Chicken Sticks, 60 CC Syringes","Reglan, LRS",NA
2014-05-20 12:03:00,NA,"Canned food, 1cc Syringes, Parvo Tests, Chicken Sticks","Baytril, Reglan, LRS, Dextrose, KCL",NA
2014-05-20 20:49:00,NA,"None","DAPP Vaccines, Lixitinic",NA
2014-05-21 15:06:00,NA,"Canned food","None",NA
2014-05-21 21:33:00,NA,"Canned food, Baby Food, Bleach","Baytril 136mg",NA
2014-05-22 14:56:00,NA,"Canned food, Baby Food, Catheter tape, Catheter caps, People Snacks","Ondansetron",NA
2014-05-22 21:00:00,NA,"Canned food, Baby Food","Hetastarch, Famotidine",NA
2014-05-23 14:40:00,NA,"Canned food, Baby Food, Bleach, 20G catheters, People Snacks, Big black garbage bags","Polyflex, Ondansetron",NA
2014-05-23 23:43:00,NA,"Canned food, Baby Food, Chicken Sticks, People Snacks, 60 CC Syringes","Ondansetron, Famotidine, Info-trac 1 Strips",NA
2014-05-24 12:28:00,NA,"Canned food, Chicken Sticks","Famotidine",NA
2014-05-24 21:37:00,NA,"Canned food, Baby Food, Critical care or Recovery food, Bleach, People Snacks","Hetastarch, Famotidine",NA
2014-05-25 12:22:00,NA,"Canned food, Baby Food, Chicken Sticks","Hetastarch, Dextrose, Famotidine",NA
2014-05-25 21:54:00,NA,"Canned food, 18 G Needles, Chicken Sticks","Polyflex, Hetastarch, Dextrose, Ondansetron, Famotidine",NA
2014-05-26 12:18:00,NA,"Paper Towels, Laundry Detergent, Bleach, Medical Gauze","Hetastarch, Famotidine",NA
2014-05-26 22:50:00,NA,"Canned food, Baby Food, Paper Towels, 18 G Needles, Chicken Sticks","Hetastarch, Ondansetron, Famotidine, Neb solution",NA
2014-05-27 12:31:00,NA,"Canned food, Baby Food, Paper Towels, Laundry Detergent, Chicken Sticks, 60cc syringes (out), canned food need for tonight!","Hetastarch, Ondansetron, Famotidine, Anzemet, Ondansetron, Famotidine (out) Anzemet (low) Neb solution, Hetastarch(only 150ml left)",NA
2014-05-27 20:30:00,NA,"Canned food, Baby Food, Paper Towels, Bleach, 20G catheters, Vet wrap, Garbage Bags, 18 G Needles, Chicken Sticks, People Snacks, on last box of 18g needles","Polyflex, Hetastarch, Dextrose, Ondansetron, Famotidine, Anzemet, Bordatella Vaccines, going through those hetastarch bags quickly",NA
