"Timestamp","Vol2","Dsc.Detail","Questions","Additional","Catheters"
2013-09-19 20:28:00,NA,NA,NA,"Peggy mopped :) ",NA
2013-09-20 11:06:00,NA,NA,NA,"We will run out of baby food, LRS, Baytril and lines w/ port soon, that's why I listed them as needs.  Everyone have a great weekend!!!",NA
2013-09-20 20:01:00,NA,NA,NA,"Just a side note from Joanna- writing directly on the fluid bags with permanent marker may lead to some of the ink seeping into the fluids, which isn't good. To prevent, we can use write on tape and stick it on the bag, instead!",NA
2013-09-21 10:22:00,NA,NA,NA,NA,NA
2013-09-21 20:13:00,NA,NA,NA,"Panleuk kittens are here and need to be checked on during shifts.  If possible make sure they are warm and have clean bedding.  ",NA
2013-09-22 20:08:00,NA,NA,NA,"Kittens seemed fine, came up to the front of the cage and meowed at me when I peeked in on them!

","Woody Gunthrie -  New intake, edema from SQ fluids not being absorbed, placed 22g IV catheter on right front.

Fondu - Left catheter blown, replaced right hind IVC with much protest"
2013-09-23 10:06:00,NA,NA,NA,"Kittens in PL ward doing well! Gave all a.m. meds, and fresh food and they were BOTH chowing down. ","Fondue, replaced, no t-port."
2013-09-23 21:13:00,NA,NA,NA,"Washing machine had a huge puddle around it. Peggy cleaned it up and we gave the washing machine a break for the night. 

Peggy brought human water, snack and BF, yay!!! Thank you!

Cats received SQ treatment and were FF.

Did we lose the None option under supplies?","Fondu- jugular"
2013-09-24 10:25:00,NA,NA,NA,"Treated and fed cats. Changed litter.","fondu other jugular "
2013-09-24 20:33:00,NA,NA,NA,"Momma dog with 6 puppies coming in tomorrow morning (they were supposed to be here tonight but had problems with transport). Reportedly all acting well but are starting to have diarrhea. We set up the very back by the washer/dryer for them.

Kittens are adorable and doing well.","Woody Guthrie: LF"
2013-09-26 19:25:00,NA,NA,NA,"<img width=250 src=\"http://i.imgur.com/TrfFbJI.png\"/>","Removed Woody's Cath."
2013-09-27 19:11:00,NA,NA,NA,"Kitties in the back, say hello to them! 

Super easy shift. =)",NA
2013-09-28 09:05:00,NA,NA,NA,"The computer wouldn't turn on.",NA
2013-09-28 19:53:00,NA,NA,NA,"Treatment was done in a few minutes. but getting them out and playing took longer (and was lots of fun!) bleached and clean F run after socialization time.",NA
2013-09-29 09:06:00,NA,NA,NA,"We cleaned, fed, weighed the kitties. they are doing good!",NA
2013-10-01 20:17:00,NA,NA,NA,"Did a load of laundry. Cleaned our Woody Guthrie's kennel and swept the floors. ","Sapling- LF and RF to administer fluids quickly when he came in. Now RF is fluid line and LF is hetastarch line. "
2013-10-03 19:33:00,NA,NA,NA,NA,NA
2013-10-04 09:31:00,NA,NA,NA,NA,NA
2013-10-04 20:16:00,NA,NA,NA,NA,NA
2013-10-05 10:01:00,NA,NA,NA,"When we came in there was a huge puddle of LR dripping on the floor (near the coat hangers), please make sure to close clamps after use. Also there was a line from one of sapling's bag on the floor uncapped, cap all needles please, almost stepped on it. =( If pumps are D/C or not in use put away equipment. And there was a filled syringe lying around, didn't know what it was so threw it out. Labeling syringes will decrease the chances of error medications. 

Just keep all of this in mind when going into your shift. Sorry this is so much, but I'd like for everyone and the pups to be in a safe environment. Thanks for all that you do! ",NA
2013-10-05 20:39:00,NA,NA,NA,"If this report looks wired, I apologise, my phone was being wires and didn't want to type in the \"doing well\" box for no apparent reason. ",NA
2013-10-06 08:40:00,NA,NA,NA,"On our last roll of paper towels.  ",NA
2013-10-06 19:33:00,NA,NA,NA,"The laptop is on and says it's connected to the internet but won't load the Parvo reports page.",NA
2013-10-07 19:55:00,NA,NA,NA,"Please smell the chicken and rice food (or any wet food for that matter) before offering to pups. Two of the bags I've smelt in the past week have smelled absolutely rotten! I've put another cup from the freezer to thaw in the fridge over night, morning crew can check to see if it smells bad, too...",NA
2013-10-08 09:29:00,NA,NA,NA,NA,NA
2013-10-08 20:01:00,NA,NA,NA,"Easy shift with adorable creatures!! :)",NA
2013-10-09 09:44:00,NA,NA,NA,NA,NA
2013-10-09 20:21:00,NA,NA,NA,"- We have kittens(2) again.  IF YOU CAN, please feed and treat them with merto(per chart).  Also, please make note of treatment on AM/PM report whether it's done or not.
- We through out almost 10 bags tonight that were a month old.  We, including me, need to make sure we're using the bags as efficiently as possible.  Make sure you check for a bag that's already drawn up before making a new one.
Thanks!!!","Chris - RF limb, thanks to Dr. Johnson."
2013-10-10 09:24:00,NA,NA,NA,"Doxycycline goes in the fridge. I couldn't find it because it was in the cabinet. 
Kittens are still here, doing well. ","-"
2013-10-10 20:01:00,NA,NA,NA,"There is a trapped feral cat in the hallway leading to laundry room to be picked up Friday AM--if it's not gone, please remind somebody

Washing machine is leaking slightly so we did not mess with it.",NA
2013-10-11 19:22:00,NA,NA,NA,"Day shift, please check the washing machine load to see if it runs well. We tried it, for a little and it worked. But we were afraid to leave it on overnight, just in case it leaked. Other than that, easy shift! Chris needs a buddy to play with, so make sure to play with him ^_^ ",NA
2013-10-17 20:20:00,NA,NA,NA,"There is a TON of laundry in the back, including lots of scrubs. We did not notice the washer leaking today, but only got through a couple loads. 

We have one panleuk kitten in ward 2, please make sure to check on him!

We only have about 1.5 small vials of famotidine, so we will need more tomorrow.

It seems that we have sugar ants by the med prep counter. The wall may need to be cleaned/scrubbed since it looks like maybe meds were accidentally sprayed on the wall.

Also, due to the heavy rain, a few of the acoustic tiles from the ceiling are bowed/falling down. Just be aware of them, they're just in the corner by kennel A.",NA
2013-10-18 10:31:00,NA,NA,NA,"Thank you Cassandra for taking care of the kitten.
Please check pumps and fluids. Kit kat's bag was empty when we got here and pump was bepping. Also Shila's hetastarch pump was beeping because it said it had finished.
Remember to reset pumps.
Also remember the laundry room. :/",NA
2013-10-18 21:19:00,NA,NA,NA,"only one vial of reglan unless i mixed the box ","Chrys got cath on RF before we got here."
2013-10-19 10:31:00,NA,NA,NA,NA,"None"
2013-10-20 10:14:00,NA,NA,NA,"I'M SORRY FOR NOT BEING ABLE TO GET IN HERE LAST NIGHT, GUYS! My friend's car wouldn't start and we had to have someone pick us up from E-rock (where my phone does NOT work). I feel awful and I want to make it up to you ...specifically Dr. Jo... what's your favorite kind of cookie and/or treat? I also make some pretty good lasagna... Again, I suck and I'm so sorry :( ---Rebecca 

Please make sure someone comes in to change Shila's position (she hates this side)... we have LOTS of laundry and several dirty crates so maybe there can be a volunteer shift where someone comes in specifically to handle that stuff? I dunno... might be helpful to catch us up? 

***ALSO--- washing machine is leaking so even though it works- it might be best to not run it unless someone is here... :(

Peggy swept and did some other housekeeping :)",NA
2013-10-20 20:54:00,NA,NA,NA,"Peggy cleaned all of the crates and did A TON of laundry and brought turkey and baby food I think she said, and was just generally super helpful as always! THANK YOU SO MUCH PEGGY! We <3 you! :)

We have 1 opened bottle of baytril that is pretty full, but with Shila that's likely to go fast. The same for the Cefazolin! ",NA
2013-10-22 22:34:00,NA,NA,NA,"We tried our best with cleaning and laundry but there is a lot to do still. Laundry is starting to pile up and there are some kennels that need cleaning that we didnt get to due to dogs that needed intense treatment.

Lots of big dogs so going through LRS fast, and perhaps other meds- none needed as of now but please keep and eye out.","Galaxy, Puffer, Fluffy. Pulled KitKat's."
2013-10-24 22:47:00,NA,NA,NA,"The pumps not being used are extremely temperamental or don't work at all. Tried to do some laundry, but only got a couple loads done because of all the IV treatments. There are a bunch of clean and dry scrubs back there.

AAC sent another parvo dog to an emergency clinic overnight, but it will be coming to us int the morning. That's all the info the clinic had, so hopefully we have a kennel big enough.","Galaxy: LF
Molly: RR
Lambert: RF"
2013-10-25 11:53:00,NA,NA,NA,"Laundry is OUT OF CONTROL, haha. We did 4 loads and ended up with more than we started with. Sorry we couldn't get it more caught up. Please start a load first thing the next few shift and try to keep it going. 

We'll also need to get the hallway full of crates outta here soon. 

Everything else is cleaned and caught up though.

Cheers!

---Yatzel and Ayari","Replaced Crossbill's. No t-port."
2013-10-25 23:17:00,NA,NA,NA,"Sorry we weren't able to catch up on laundry, it's been a very very long shift. ",NA
2013-10-26 13:47:00,NA,NA,NA,NA,"sugar RF

lamberts LF

mocha RF"
2013-10-26 22:41:00,NA,NA,NA,"Dr Jo wasnt able to get into parvo until a bit later because she was in surgery, so shift took longer than it probably would have.

Lambert is vomitting a lot so I left a towel outside his cage to help soak it up.

There were lots of catheters to replace but some wouldnt allow us to do so.

Did about 4 loads of laundry

Lights in laundry room are out

Good night, and good luck morning shift! Hopefully no blown catheters...","Lambert
Molly
Keropi"
2013-10-27 13:11:00,NA,NA,NA,NA,"Replaced: Crossbill, Lambert, Jasper"
2013-10-27 20:03:00,NA,NA,NA,NA,"Placed - Parker"
2013-10-28 19:58:00,NA,NA,NA,NA,NA
2013-10-29 11:08:00,NA,NA,NA,"Laundry still crazy, did the best we could
swept and mopped floors","Lambert"
2013-10-29 20:38:00,NA,NA,NA,NA,"Parker-back leg.  Pump kept going off, so turned it off."
2013-10-30 21:11:00,NA,NA,NA,"We are basically out of Zantac, but have two bottles of ondansedron, which is our ONLY anti-emitic.","Casey: LF"
2013-10-31 20:14:00,NA,NA,NA,"Did 5 loads of laundry
Happy Halloween!","Burata"
2013-11-01 21:04:00,NA,NA,NA,"I(nipuni) got 8 loads of laundry washed and 5 dried (dryer stopped heating, will probably be fine in the morning) between 4-9. Also scrubbed the changing area some but it's a work in progress. ","Bumper
Mocha "
2013-11-02 12:37:00,NA,NA,NA,"Sorry I forgot to submit the report until now! Did some laundry and a load of scrubs. Cleaned the entrance a bit more and set up the new tub that has been sitting in the box for a while at the entrance - the tub is inside the other tub.",NA
2013-11-02 20:15:00,NA,NA,NA,"folded a bunch of laundry, and we're catching up!

any ideas from the staff on testing Dixie/Duchess?

Don't forget the time change!!",NA
2013-11-03 09:58:00,NA,NA,NA,"still about 3 loads of laundry to do.",NA
2013-11-03 21:01:00,NA,NA,NA,"There's more chicken and rice in the freezer.",NA
2013-11-04 12:07:00,NA,NA,NA,"1)water leaked so bad when we were bathing Lambert. Need to be fixed or need bathe big puppy in a shower room instead.

2) Had troubled finding muzzle for puppies and had to borrow one from clinic. Made a place for muzzle next to opened bags. 
","1) Willie : R, cephalic 22G
2)Mary : R cephalic 20G"
2013-11-04 22:10:00,NA,"Mary :( died after treatment. RIP pretty girl",NA,"Hopefully we can get lots of dogs discharged in the morning - Mocha and then Trouble, Le Pew and Molly if they test negative. There will only be 2 dogs on IVs and the rest on orals for morning shift. 

There are 4 open SQ bags. Please always check for a SQ bag before opening a new one, and more importantly always put the bag back in the designated area after using one instead of leaving it in the cage.

Also, please take the pump out of the cage if the dog is no longer using it. Always clean it off with trifectant.

I thoroughly apologize but the toilet is clogged and cannot seem to fix it... Only toilet paper and Mocha's runny poop is in there now, the TP has totally dissolved too but it still won't flush/unclog

There was a lot of cleaning to do tonight!","none"
2013-11-05 10:34:00,NA,NA,NA,"The toilet is now working again thanks to Ayari!
","0"
2013-11-05 21:41:00,NA,NA,NA,NA,"Lola - RF limb "
2013-11-06 10:27:00,NA,NA,NA,NA,NA
2013-11-06 20:10:00,NA,NA,NA,NA,NA
2013-11-07 09:44:00,NA,NA,NA,"awaiting new intake from bastrop...30 pound pittie mix with demodex",NA
2013-11-07 22:49:00,NA,NA,NA,NA,NA
2013-11-08 12:11:00,NA,NA,NA,"When setting up a dog on a pump, always give as much slack as possible. Lola, 60lb dog in run F only had about 2 feet of slack from the pump and when she moved around over night she pulled on it a lot and her catheter was partially out and kinked because of this. Use the blue & white rope to lower the fluid bag all the way down to right above the pump. Big dogs in F may even need an extension line sometimes.  ","Jax

attempted rue rue"
2013-11-08 21:36:00,NA,NA,NA,NA,NA
2013-11-09 13:09:00,NA,NA,NA,"There was a opened fluid bag labelled SQ that had LRS and Dextrose!! Always read the bag before you open it, dextrose is not supposed to go SQ. I threw the bag out and labelled all the other similar bags with a red sharpie so it'll catch your eye.",NA
2013-11-09 20:58:00,NA,NA,NA,"The computer is acting up again, we'll try a restart",NA
2013-11-10 11:34:00,NA,NA,NA,"There are cans of baby food back here that contain garlic and onion powder. Both of these are dangerous for dogs. Please do not use these. Seems to be some of the Naturals brand. Dr. K confirmed so we are setting it in the front room, not sure if we should throw out or not. :/
Also, we had to move the washers out of the hallway a bit. Michael said this was a fire hazard.
We did about 8 loads of laundry (thanks peggy!) so that made a little dent. 
There are quite a few dirty crates in the back room if anyone has time to wash them. Thanks!
",NA
