"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Volunteers...Staff","Catheters.Placed.Replaced.","Names_Crt","Names_Int","Names_Wel","Names_Dsc","Details_Dsc","Count_Dis","Names_Dis","Count_New","Names_New","Inventory...Medications","Inventory.Needs...Supplies","Inventory...Medical.Supplies","Additional.Information","Have.you.logged.your.volunteer.hours.at.myvolunteerpage.com..","Any.Questions.","Inventory...Food...General.Supplies","Most.Urgent.Supplies.Needed","Panleuk.Kittens","Hour_Sent","Count_Vols"
2013-06-20 21:25:00,13,2,4,2,7,0,"Kate, Katie, Emily M","Sanson (new intake) LF with a t-port","Orchid: leth, cool feet, 103.8F, BD, mucous-y vomit, did not FF due to nausea, hetastarch bolus

Solo: QAR, dark diarrhea, FF 6ccs, no vomit noted, watch for URI

Sanson (new): leth/shock when arrived, gave hetastarch bolus and perked up. ate on own, has catheter left front leg. Intermediate/critical, watch closely

Gemni: Leth/QAR, took out ice packs because was cold; FF 3ccs, also intermediate/critical and need to watch, also watch for URI","Caramel: QAR, catheter blown and pulled, just on orals; ate turkey well, still having a bit of diarrhea

Thomas Jefferson: BAR, catheter blown and pulled, on SQ tx; still having diarrhea, had to FF 6ccs.","Karma and Lolli are crazy, eating well, solid poops

Dopey and Sleepy also eating well, no stool yet. Dopey only ate a little, Sleepy ate a lot.

Minnie: loves turkey! perked up after eating, no stool yet.

Quizno: URI, only orals, no stool yet

Finnegan: vocal, very active, looks great! there is a note to test him when possible",NA,NA,0,NA,1,"Sanson (see critical)","LRS, Metronidazole liquid",NA,"None",NA,NA,NA,NA,NA,NA,21,3
2013-06-21 10:37:00,13,2.5,3,2,8,0,"Amy, Nicole, Kumiko, Joanna","Gemni: replaced cath 24g with T-port to RR limb.","Gemni: Runny diarrhea and vomiting. cath blown. replaced to back leg before giving meds. IV baytril

Orchid: BD vomit QAR leth. looking very depressed.

Solo: fever. licking a lot. no vomit or diarrhea. eating a little. started oxytet for URI.","Sanson: very thin and small. no v or d at first, but then ate quickly and regurged. BAR though and wants out!

Thomas Jefferson vomited a little.","Karma and Lolli got put back together because they were lonely and Lolli wasn't wanting to eat. Lolli ate with a lot of encouragement. They need to be fed separately and Lolli may need to start SQs if not eating well. 

Did Dopey and Sleepy get their dewormers yesterday?? It's not marked off on their charts!

Minnie is only eating vienna sausages even when you sit with her. I gave her some nutrical. 

Caramel is eating now!

All others eating and drinking well.

",NA,NA,0,NA,0,NA,"Famotidine",NA,"Critical care or Recovery food, 22g needles",NA,NA,NA,NA,NA,NA,10,4
2013-06-21 21:41:00,12,2.5,1,1,10,1,"Lauren, Emily",NA,"Gemini- lethargic. Got IV baytril, other IV meds, pump running fine, on hetastarch CRI. We moved her to one of the runs so that we had easier access to her. Not doing very well, No vomit, but Dr. Johnson noted serumy D earlier this evening. Keep a close eye. ","Sanson- Got taken off the pump by Dr. Johnson this evening, since was eating earlier today. Didn't really want to eat for us tonight so FF baby food, but left some in there just in case there is a change of mind overnight. ","Lolli and Karma- BAR, Lolli will only eat wet food, and is a little more timid, but doing well. Both have solid poops.

Quizno- BAR, loves them vienna sausages, ate some wet and dry. Just on orals, doing well. 

Minnie- BAR, eating those vienna sausages as well. Just on orals.

Caramel- QAR/BAR, ate turkey and wet, just on orals.

Solo- Taken off pump tonight. She is eating and generally being very BAR, lots and lots of barking. Also SUPER itchy. 

Thomas Jefferson- On SQs, but BAR, and a wiggler. Didn't seem like he wanted to eat, but he ate a little after SQ meds. 

Dopey and Sleepy- Both BAR, eating wet and dry, drinking, just on orals. ","Orchid","She was alive but on the brink when we came in for shift tonight. Dr. Johnson tried to do the best she could to help, but her poor body gave out about half way through the shift. Rest in peace, sweet girl. ",0,NA,0,NA,"Doxycycline liquid, Metronidazole liquid",NA,"Critical care or Recovery food, vienna sausages",NA,NA,NA,NA,NA,NA,21,2
2013-06-22 10:39:00,12,3,1,1,10,0,"Amy, Shelby","none","Gemini...heta cri was not running last night....it was beeping finished and it was still 1/2 full.  Please make sure to set the volume.  Gave buprenex because she screamed when i moved her.  Gave an extra  10 ml bolus of heta per dvm.  Did not ff because she was leth from the buprenex.  she had a small amount of bloody mucousy d and temp was 103.  Please watch her...its hard to tell if she is leth from the meds or just crapping out on us.  She did get dextrose.","Thomas Jefferson....he is still not eating and still vomiting.  We gave his sulcrafate and proceeded to throw it up.  holding off on ff.  He did get his sq which he hates.","Quizno and Sleepy and Dopey are ALL NEGATIVE....will be d/c'ed at the end of shift.
Solo looks great, ate a ton and got her meds which she took in a food ball.
Caramel looks good, not a great appetite yet...will ff this am.  She tends to get chilly so we put a heating pad in her cage.
Minnie doing good no v or d eating turkey and looking for free belly rubs.
Sanson doing good eating turkey as well and crying to get out.
Finnegan doing good had a giant solid poop...dr. wants to wait for one more to test.
Pups in the back look good, solid poop and climbing to get out.",NA,NA,3,"quizno, dopey and sleepy",0,NA,"Famotidine",NA,"22G catheters","Hose for laundry came out and water was everywhere.  we are cleaning it up best we can but kitty litter is all over.",NA,NA,NA,NA,NA,10,2
2013-06-22 22:36:00,13,3,5,0,8,0,"Rachel, Emily","Milkbone - FR with t-port
Temperence - FR with t-port
Lorenzo - FL with t-port; splinted so it stays in place
Seeley - FL, with t-port; problematic due to him being very active
Gemini - jugular, with t-port","Gemini: most critical still, leth, on hetastarch CRI, on buprenex for severe pain, catheter replaced to jugular, watch for head/neck swelling. We were able to FF 3ccs, not very happy about it. Still has leaky mucus-y diarrhea. Give buprenex and anzemet at t-port

Temperence (new): QAR, BD, 104F at beginning of shift down to 102.6F, has ice pack, no vomit, got hetastarch and IV bolus, dextrose IV

Milkbone (new): leth, no vomit or diarrhea, 104.1F at beginning of shift then down to 103.2F, on ice pack, hetastarch bolus, 2 fluid boluses per Dr. J, dextrose IV

Lorenzo (new): QAR, fear aggressive (go slowly), staff will do painful tx and handling, got hetastarch and IV bolus, will get IV baytril in AM, no vomit or diarrhea

Seeley (new): BAR, started IV tx this evening, very vocal for awhile, problematic catheter due to movement, leaky BD when doing tx",NA,"Lolli and Karma: can be tested tomorrow per Dr J, both eating well and pooping

Sanson: very vocal, eating well

Finnegan: needs one more poop, then can test

Minnie: tested positive still tonight :(. eating and generally doing great

Caramel: doing great, needs to poop

Thomas Jefferson: still unhappy about SQ tx (no LRS bolus), had some food vomit at beginning of shift, otherwise good. ate some turkey, then FF 3ccs

Solo: doing well, still very itchy and sneezy",NA,NA,0,NA,4,"Milkbone, Temperence, Lorenzo, Seeley - see critical","LRS, Strongid - we used the last of it",NA,"Critical care or Recovery food, Laundry Detergent, Vet wrap, vienna sausages, 22G needles","washing machine moves a LOT when running, make sure to check that the hoses are still properly attached before reloading!",NA,NA,NA,NA,NA,22,2
2013-06-23 12:11:00,11,3,3,2,6,0,"Peggy H, Peggy T, Kumiko",NA,"1) Milkbone : bloody diarrhea blowout. Hetastarch bolus, temp 103.9F , gone down to 102.9F after treatment includes IV baytril.
2)Gemni /Glover : 100,1F , IV baytril and dextrose. could sit up for a while. normal temp. no v and bloody d but still looks horrible.
3) Temperance : 102.2F, QAR , no vomit and browny diarrhea on bed, QAR, so we gave SQ baytril and cef. After FF, vomited the food and temp gone up 104,2F. ;( Gabe 90ml bolus per Dr, ","4) Caramel ; ate a little bit of dry food, temp is 103,2F, gave Doxy and Tramadol per Dr. Pooped. 
5) Lorenzo : can't check arm, gum because he growls at Peggy :(  Ate food from the bowl. pump looks going.","6) Thomas Jefferson ; would not eat,, FF 8ml but otherwise, BAR
7) Solo ; coughing but eats food well , BAR no poop
8) Minnie : BAR m eats well, needs to poop.
9) Sanson: BAR, eats well.
10) 11) Lolli & Karma ; good! poops.
",NA,NA,1,"Finnigan!",0,NA,"LRS, Famotidine, Buprenex, (we have 5new LRS bags)",NA,"Critical care or Recovery food, Laundry Detergent, Vet wrap, 60cc syringe (only 1 )","We think we do not have to have mid shift volunteer today, (talked with Yatzel and Peggy H), so thank you for your offer!

Big roaches are still around, let's try to keep the ward clean. 

",NA,NA,NA,NA,NA,12,3
2013-06-23 22:39:00,14,3.5,3,3,0,0,"Katie, Rebecca","Temperance, replaced in LF with T port
removed clotted t port from Seely's catheter, it's flowing without it fine. He probably doesn't need the catheter anyway, he's nuts :)","Temperance: fever, 104.4 leaking blood, qar but gloomy. replaced catheter. 
Milkbone: lots of vomit, slight fever, lethargic
Gemini: severely lethargic. Dr. K. came in to check the jugular catheter because there was swelling beneath the vet wrap and it wasn't flushing well. as it turns out, the swelling is left over from the blown vein in the paw, not the jugular. knocked the junk out on bupranex. Dr. K is concerned about his heart. Stopped LRS overnight and is only on CRI hetastarch. ","Lorenzo: was able to check paw- some swelling but not bad. got so close to being buddies-- HE LICKED ME... but then he got pissed off. IV baytril.
Darby: new intake. qar, not eating, shy.
Michelle: new intake. qar, not eating, super crazy squirmy. got vaccinated.
","Seeley: giant clot in t port so we took that out. BAR and whiney, no vomit, started eating!
Minnie: poop. eating. happy but shaky. 
Caramel: generally well. eating plenty. 
Thomas Jefferson: FF BF but totally BAR. Does not like getting stuff in the mouth. 
Solo: what a prince. Just URI stuff really. BAR and eating. 
Karma and Lolli: both well. Eating tons and BAR. we're either out of doxy tabs or i'm dumb and couldn't find them,,, but anyway, they got the equivalent dose of doxy suspension.",NA,NA,0,NA,2,"Michelle
Darby","Famotidine, Doxycycline tabs",NA,"None","THANK YOU DR. K FOR COMING IN FOR THAT JUGULAR CATHETER!! sorry for keeping you from your run... we know how much you wanted to go on that.. ",NA,NA,NA,NA,NA,22,2
2013-06-24 11:07:00,13,3.5,3,2,8,0,"Yatzel, Hyeyeon, Ayari",NA,"Gemini: Lethargic, pink, temp 96.0. Per Dr. instruction gave hetastarch bolus, and then another. wrapped in heat and towards end of shift temp had reached 100.0. Also gave several oral dose of 50% dextrose. Per Dr. ran a Total Protein on him, and it was 3...not good. We had restarted LRS this morning per one doctor, but then d/c'd it again given the low protein. Just on Hetastarch CRI. No vomiting and held down FF and oral dextrose. Watery diarrhea, but no blood seen. Still, got IV baytril and other meds. Really bad off. Keep him in your thoughts. 

Milkbone: QAR-lethargic, pink, warm. Yellow diarrhea (no blood) last night and this morning, and very drooly/nauseous. Force fed post anti-emetics, but he vomited it up :(. Seems very weak. Side note: We want to skin scrape him when/if he makes it outta here. 

Temperance: BAR-QAR, pink, T-103.7. Bloody diarrhea last night, and also vomited post force feeding. On LRS and Hetastarch pump. Got IV baytril, and other meds.","Lorenzo: BAR, pink, warm. No vomit noted in cage, and not diarrhea noted, but did pee a ton! Eating for us this morning. Got all meds, and was pretty growly for part of it, but not too bad. I think he's warming up to us?

Michelle: New intake from last night. BAR-QAR, pink, warm. No vomiting or diarrhea. Not eating, which is the biggest concern at this point. On SQ's.","Darby: BAR, pink warm. Ate a teeeeeeny bit, but not as much as yesterday. No V or D. On SQ's.

Solo: BAR, pink, warm. No vomiting and a big solid poop this morning! Eating and on orals. On doxy for his cough.

Seely: Devil puppy!!! Haha, she chewed through her line and destroyed her catheter, so we went ahead and pulled it and started her on SQ's. She's crazy, eating turkey, and no V or D. Moved her to the big run off to the side to see if we could discourage her...voice...and I gave her a BUNCH of toys. Seems to have worked, 'cause it's bee quiet in here for a while now, haha. 

Caramel: QAR (she's a shy/quiet girl), pink, warm. No V or D. Ate a little canned and dry for us. On orals. 

Minnie: BAR, pink, warm, eating. Just needs to give us a solid poop!

Thomas Jefferson: BAR, pink, warm. Eating some. No V or D. On orals. HIs tail just doesn't stop! Super happy and cute with his little underbite.
 
Lollie and Karma: BAR, pink, warm. Eating. Non-symptomatic and wild :P. ",NA,NA,1,"SANSON!!!",0,NA,"LRS, Zantac, Famotidine, Buprenex",NA,"Critical care or Recovery food, Bleach, 22g needles","Please be sure not to leave syringes/needles/both in cages with puppies after treating them. ",NA,NA,NA,NA,NA,11,3
2013-06-24 22:14:00,13,3,3,3,7,1,"Emily M, Lauren","Lola: RF, with t-port","Gemini/Grover: FEED HIM FIRST IN AM! Is parvo-negative, but very low protein and still lethargic; give 3-5ccs recovery at least once an hour. Is adopted, so hopefully can go home with them tomorrow.

Lola (new): BD, leth, got two IV boluses. Possible distemper, has neurologic symptoms, MUST wear gloves to handle

Temperence: QAR, mucousy diarrhea, lots of vomit. Did not FF or give oral sucralfate due to salivation/vomiting. On hetastarch CRI.","Michelle: did not eat on own, FF, SQ tx, QAR

Darby: on SQ tx, not happy about it, drinks on own so did not give all LRS SQ per Dr K. Not eating on own, FF

Lorenzo: Removed catheter, eating on own, still very growly. Managed to get out of his e-collar and was chewing on catheter. Dr K treated with towel over his head. Gave tramadol for pain.","All others are doing well, eating on own, BAR.

We retested Minnie, unfortunately she is still light positive :(

Lolli and Karma can be tested tomorrow!","Milkbone","passed between shifts",0,NA,1,"Lola (see critical)","Zantac, Famotidine, Metronidazole liquid, Strongid",NA,"20G catheters, 22G needles, 60cc syringes","Since we are out of Famotidine, we can use the limited amount of Zantac we have; use the dosage chart on the counter.

We do not need doxy tabs at the moment, they were just jumbled in with the metro tabs.

MANY THANKS to Dr K for staying late to write up treatments and treat Lorenzo!!",NA,NA,NA,NA,NA,22,2
2013-06-26 00:20:00,13,5.5,5,3,5,0,"Melissa, Peggy T, Kate","Ned- Catheter placed

Junior- Catheter placed","Ned- New intake. In back middle section because tested negative but is critical. Received IV bolus, hetastarch bolus, IV Baytril and other meds, cefazolin, zantec and dextrose. Temp went down from 104.4 to 101.5 during shift.Started out Lethargic, but moved towards QAR after treatment. Please keep an eye out and check on right away in AM. 

Lola- QAR, P, W. IV baytril, Oxy, Heta. Bloody D. cleaned her up, she seemed to appreciate that. Ware gloves when handling. Distemper watch. Has worms, given dose of Strongid.

Junior- New intake today. QAR, P, W. Heta bolus. Bloody D. Temp down from 103.2 to 102.7 during shift. 

Larry and Moe- new intakes, see below for description.




","Apollo- QAR, P, W. Drinking water, doesn't want to eat. IV baytril. Please make sure he has enough fluids in his bag, his rate is 100mL/hr.

Darby- QAR, P, W. IV baytril. FF Baby food.

Curley- new intake, see below for description.


","Minnie- BAR, P, W. On orals, including benadryl because itching. Drank lots of water.

Thomas Jefferson- BAR, P, W. Orals. Can test when poops.Loves toys.

Seedly- BAR, P, W. Orals. Can test when poops.

Lorenzo- QAR. On orals given in sausages in separate bowl. Has not eaten them yet. Definitely scared so go slow.

Michelle- BAR, P, W. On orals. Does not like cold food, please warm for her. 
",NA,NA,0,NA,5,"Ned- See above

Junior- See above critical

3  new puppies dropped off outside Parvo door. We found them at 10pm. Tested positive so brought into clinic. Named them Larry, Curley and Moe. All QAR. Eddie came in and placed catheters for Larry (black male) and Moe (brown female). SQ treatment for Curley (brown male). NEED VACCINES IN THE MORNING. Offered food to all, but no one ate. Larry drank some water. Blood D in kennel they came in, not sure exactly who from but we think Larry.
 
Larry- Jug cath placed. QAR, P, heating pad since temp was 99.1. 

Moe- Jug cath placed. QAR, P, W. 

Curley- More alert and wiggly than his siblings. No catheter placed. SQ treatments. ","Anzemet, KCL, Stongid",NA,"1cc Syringes, 10cc Syringes, Plastic wrap to cover food","Very low on KCL, esp. after 3 new intakes on pumps.
Got lots of vet wrap.
Lots of laundry done!",NA,NA,NA,NA,NA,0,3
